"doc_id","text","origin","origin_full"
"a065.txt","Added to these important factors of racial characteristics, influences of religion, and long grown habits of the Turk, we have also in Turkish Armenia another evil, from which the other provinces of the Turkish Empire fortunately for themselves have been exempt; this super-added evil, is, the large neighbouring bodies of Kurds and Circassians, greater marauders and depredators than the Turks, the regular occupation of whose lives comprises murder and robbery, and who have through weary centuries unremittingly quartered themselves upon the industrious christian peasants, and lived on the fruits of their labour and toil. Indeed as the Hamidieh cavalry which was established expressly for the Hamidian massacres was composed of these Kurds, it ought to be matter of speculation what outlet these warriors, trained and practised in organized murder, can now find for those habits in which they were encouraged and trained to indulge by the Hamidian régime.

Under all such conditions no hope of better days can be forthcoming, no prospect of better times seems possible, for that unhappy portion of the Armenian race whom force of circumstances keeps on the soil of the fatherland.

The appointment of Christian governors over the provinces inhabited by them might ameliorate some of the evils, or the other alternative, of allowing the use of arms to all alike, irrespective of creed or nationality, would furnish some means of self-defence against the raids and barbarities of the oppressors; but even if such concessions were granted, life for the christian peasant subject to Turkish rule, and living in the midst of his enemies, must remain one long struggle and battle against pillage, murder, depredation, and offences of the worst nature. Not the most fertile soil, not the most favourable climatic conditions, not the most assiduous industry, not the most peace loving, law abiding instincts, can bring to the Armenian peasant under Turkish rule even a modicum of that comfort, happiness, and security of life and property, which the law of all civilized countries guarantees to the industrious labourer and tiller of the soil.","a","Betrayed Armenia"
"a068.txt","58

not let me be told that one nation has no authority over another” was his reply to the Armenian deputation which waited on him in 1894. Let his reply be your answer to us now, President of a mighty Republic; let it be your answer written in golden letters across the banner of that great civilization, of which you are the presiding head.

The Republic of the United States of America has been compared to that grain of mustard seed, which when planted in the earth budded forth and grew into such dimensions that the birds of the air lodged under the branches thereof. I pray that the shadow of those branches be extended over my bleeding nation.

ABDUL HAMID, THE TRIUMPH OF CRIME.

A monster assassin! Has he been brought before the bar of his country, tried and condemned to the penalty of death, such as in the days of his power he meted out to hundreds of thousands of innocents? Has he been cast into a loathsome prison, such as the many in which thousands of his victims have rotted and died? Nay! not so! it is not so decreed in Turkey.

In Turkey, a camarilla of murderous and plundering pashas, and a fanatical and marauding populace stand behind a Padishah who knew how to furnish gratification for the murdering and marauding instincts of his adherents. Nay! neither death nor imprisonment for the Padishah whose sovereignty was the most auspicious for brigandage and murder. Who dares to slay or imprison the demigod of rapine and despotism? Such things cannot be done in Turkey.

For crimes that were in comparison as light as air, those puerile tyrants, Charles of England and Louis of France forfeited their heads. Poor Charles and Louis! Your heads chopped off and your bodies trundled away in a cart: no glorifying spiritualized titles of Zeid and Imam read out in your bills of indictment; such glorifying spiritualized titles are reserved for monster assassins in Turkey.

In Turkey, a monster assassin whose list of murders rank him as premier assassin of the world, who under heel of iron and fire annihilated the rights and liberties of his subjects is pensioned off to live in purple and fare sumptuously: housed in a luxurious palace, he sits on carpeted divans, supported","a","Betrayed Armenia"
"a070.txt","60

victims in thy Yildiz Kiosk, found its way to thy treacherous heart. No poisoned cup of coffee like the countless cups brewed in thy palaces trickled down thy throat to end thy vampire existence.

Thou hast lived! Protected from the Nemesis of thy crimes by the jealousies and rivalries of great powers which thou artfully played one against another; by the combined forces of religion and plunder which thou cunningly wielded into one. Even so thou livest! Peerless living example in the civilized twentieth century of the Triumph of Crime.

L’AVENIR.

In the foregoing pages I have directed my humble efforts to sketch out what the Powers of Europe have done in the past, and how their actions have reflected on my unfortunate race.

It is considered good policy now by a certain class of European writers to ascribe all the horrors of the Armenian Massacres to Hamid the despot, to represent him as a tyrant as unassailable and unconquerable as he was implacable, in short as a sort of superhuman being who swept everything before him to the consummation of his own despotic will. The reason for this is not difficult to perceive. They would fain disavow the part Europe has played in the tragedy, and to do this successfully it becomes necessary also to present Turkey to the world now as a paradise (from whence the tyrant once removed) peopled only by saints and angels; so we have also many roseate colored word pictures of Constitutional Turkey.

The murders, deportations and imprisonments of the Turkish revolutionaries, or more correctly reformers, were undoubtedly the sole work of Abdul Hamid and his palace clique, but Abdul and his minions could not have carried out that hellish work of wholesale extermination of the Armenians without the perpetration and participation of the Turkish people. It is true the massacres were originated and organized in the Palace, the Palace clique stirred up religious fanaticism and race hatred, but the co-operation of the people was necessary; and the people co-operated in order to plunder and enrich themselves with the worldly goods that the Armenians always knew how to acquire by their own industry and toil; the appeal to their marauding and bestial instincts met with a ready response. It was moreover easy work for a race of brigands, especially as their numbers exceeded their victims by about ten to one and who were practically unarmed.","a","Betrayed Armenia"
"a073.txt","63

THE ORIGIN OF THE ARMENIANS—THE INTRODUCTION OF CHRISTIANITY INTO ARMENIA—DECLINE & GRAND REVIVAL.

“God shall enlarge Japhet and he shall dwell in the tents of Shem, and Canaan shall be his servant.”

For the interpretation of this blessing of Noah’s to his eldest son, and of how it may or may not have met with its fulfilment, I shall leave to theologians to discuss, and only record it here as a quotation from Genesis. Beyond the story of his connection with the flood, and this blessing with which his father blessed him, and the genealogy of his sons, we read nothing more in Genesis, of Japhet, this mighty father of the Caucasian race.

The genealogy in Genesis runs thus:

“The sons of Japhet, Gomer and Magog and Madai, and Javan, and Tubal, and Meschech, and Tiras.

“And the sons of Gomer: Ashkenaz and Riphath and Togarmah.

“And the sons of Javan; Elishah and Tarshish, Kittim and Dodamin.

“By these were the isles of the Gentiles divided in their lands; every one after his tongue, after their families, in their nations.”

Only the names of the three sons of Gomer, and the four sons of Javan are given in Genesis, and by these we are told were the isles of the Gentiles divided. So much for Genesis.

Later history records that these Gentiles spread themselves over part of that stretch of terra firma which now goes by the name of Europe, developing their own families, and their own nations, and originating their own tongues, and also they spread themselves over other parts of the surface of the globe, populating where they could, ruling where they could.

But through the roll of centuries which lost themselves into the flight of thousand years, one branch of the sons of Japhet kept themselves on the land where Noah planted his vineyard, and round the base of that mountain from whence his descendants began to spread and people the earth.

Tradition has woven a romance round the names of towns and villages in Armenia. “No aighee” (Noah’s vineyard) is the name of a village supposed to be the place where the patriarch planted his vine; and","a","Betrayed Armenia"
"a077.txt","67

I will again pass over the periods ruled by the successors of Amasia, and relate the story of King Aram, who ended his brilliant reign in B.C. 1796 after ruling over Armenia fifty-eight years.

He was a great and powerful prince, and extended his dominions, and grew to be so mighty in battle that the neighbouring nations called his country Aramia and the people were called Aramians, such names as Armenia or Armenians being no doubt later corruptions.

The first victory of Aram was over Neuchar king of Media, whom he took prisoner and put to death, and made a large part of the country of the defeated prince tributary to his own. The second victory of Aram was over Barsham king of Babylon, whom also he took prisoner and put to death. The next victory was over the king of Cappadocia; the army of the Cappadocians was pursued to the very shores of the Mediterranean, and the whole of Cappadocia fell into the hands of Aram B.C. 1796. Also Ninus king of Assyria, at one time an eager enemy, awed by the victories of Aram, sought to cultivate his friendship.

No doubt if the volumes and scripts of paper or parchment of the famous Alexandrian library, which burned for six months as fuel in the four thousand baths of the city, had escaped that most atrocious act of vandalism, and been preserved instead, vast treasures of knowledge now lost to us concerning the ancient kingdoms of Western Asia might be known in our day; and also when the tide of Islam victory rolled over the kingdom of Armenia, how much of the story and history of the people was lost and destroyed along with the destruction of their independence it would be difficult now to calculate or assert, but in taking up link by link of whatever knowledge has been left to us, there seems to be grounds for supposing that the “Aramæans” designated by foreign writers as “a people of Semitic race, language and religion, coming from Northern Arabia and settling in the region between the western boundaries of Babylonia and the highlands of Western Asia” were no other than the Hai who under their King Aram had spread their conquests and their kingdom into Mesopotamia and even to the shores of the Mediterranean.

Herodotus also rather corroborates this conjecture when he includes Northern Mesopotamia, together with the mountainous country of Ararat, under the name of Armenia, and in writing of the Armenian boats that brought merchandise to Babylon, he remarks that they were constructed in Armenia, in the parts above Assyria.

Archæological researches have laid the claim that the modern Armenians are the descendants of the old Hittites; the modern Armenian being supposed","a","Betrayed Armenia"
"a086.txt","76

meaning; sometimes modes of expression are so difficult to translate from one language into another, and it can be said that the term “Illuminator” is used for want of a better word in English. The Armenians call their religion “loois havat;” the word “loois” means “light” and “havat” means “faith” or “religion,” but if I translated the two words as “enlightened faith” or “enlightened religion” the translation would not suitably convey the meaning of the original.

THE CATHEDRAL OF ETCHMIATZIN.

(Only Begotten Descended).

Seat of the Supreme Patriarch. The foundation stone was laid by St. Gregory the Illuminator who built the Church in the third century of the Christian era.

The cathedral of Etchmiatzin is identified with Gregory; its name “Etchmiatzin” means in the Armenian language “the only begotten is descended,” and the story attached to it is, that in a vision Christ appeared to Gregory descended in light; Gregory built his church on the spot where the vision had appeared to him, giving it the name of “Etchmiatzin” (only begotten descended). The cathedral also gives its name to the town Etchmiatzin, the ecclesiastical metropolis of Armenia.","a","Betrayed Armenia"
"a087.txt","77

Since the time of Gregory, Christianity has been the national religion of the Armenians, and they have clung to their christian faith through unremitting persecutions and martyrdoms such as no other christian people have been called upon to endure.

The cathedral of Etchmiatzin built by Gregory still stands to-day; it has constantly been repaired and rebuilt in some part or other, until perhaps little of the original building may be left, but it still claims to be the church built by the patron saint of Armenia. I shall here quote a passage from “Historical Sketch of the Armenian Church,” written by an Armenian priest:

“Owing to political circumstances the Armenian Patriarchate had at times to be transferred to metropolises and to other principal towns of Armenia. In the year A.D. 452 it was removed to Dwin, in 993 to Ani, in 1114 to Rômklah, and in 1294 to Sis. The Kingdom of Cilicia becoming extinct, and, we having no more a kingdom and no longer a capital town, it was natural and proper to re-transfer the See to its own original place, as the entire nation unanimously desired it. Accordingly, in the year 1441, it was decided by an ecclesiastical meeting that the seat of the Catholicus should return to Holy Etchmiatzin, where to this day has been preserved the proper unbroken succession from our Apostles and from our holy Father, St. Gregory the Illuminator.”

I read the other day in one of the foreign papers published in Japan, the following piece of news:

“An Armenian Church pronounced by experts to date from the second century of the Christian era, has been discovered in a fair state of preservation in the neighbourhood of Bash-Aparnah.”

Perhaps the excavations in Armenia which Professor Marr is now conducting might lead to throwing more light on Armenian history.","a","Betrayed Armenia"
"b013.txt","CARNIVOROUS QUADRUPEDS.

DESCRIPTION OF THE PLATES.

That there has hitherto existed no good book of Engravings of the nobler wild animals, to assist the progress of the student in that department of Art, is to be regretted. The talents of Mr. John Scott, brought into action by those of Gilpin, Cooper, and the Reinagles, have presented the public with excellent representations of the distinguished ornaments of the turf: the sports of the field, and the habits and manners of the canine race, were also duly honoured: but of the ferocious Tiger tribe, and the lordly Lion, we have nothing extant that would bear critical inspection, beyond a few detached prints:—nothing like a collection of figures, whose justness and accuracy of form, action, character, and expression, might be relied on.

Does any reader imagine that the various Etchings which have been performed—chiefly abroad—by Artists of no mean ability, may be considered as exceptions? They are not exceptions: or at best, the number which might be so regarded is but small, and those, for the most part, of dimensions not accommodated to the drawer of the cabinet, or the shelf of the library.

But they are not objectionable on this ground alone. Speaking of them in the aggregate, the heavier charge lies against them of being insufficient to those purposes of taste and information which are the ends of Art. Even those after Titian and after Rubens (the latter of whom has perhaps painted a greater number than any other of the old masters) are far more deficient in form, character, and expression, than is generally supposed, or than will be easily believed, by those who have not actually compared them with the Lions, Leopards, and Tigers of Nature. They have been taken too much on the credit which attaches to the great names of their authors.—Nor is this intended to impugn the merits, as historical or poetical painters, of those distinguished Artists, but simply as an assertion of truth. It is possible, that as a painter of allegory, Rubens might consider that strong infusion of human form, character, and expression, by which his Lions, for example, are distinguished, as necessary, or conducive, to his allegorical purposes; or, it is possible that his knowledge of this animal may not have been thoroughly well-grounded, and that he may have laboured under early prejudice of mind, or of vision, in this part of his education as a Painter, and may not have seen Lions as they really are. This is what the writer is most inclined to believe, (though not to insist); for even in treating the subject of Daniel in the den of Lions—","b","Engraving of Lions, Tigers, Panthers, Leopards, Dogs, &C."
"b014.txt","2 CARNIVOROUS QUADRUPEDS.

the scene of which, by the way, he has not represented as a royal menagerie, but as a wild, rocky cavern—his animals partake of the artificial character of which we cannot bring ourselves to approve.

Of this fact, however, we purpose to exhibit proof with our assertion. Improved versions, to the best abilities of our Artists, of some of these Lions of Rubens and the Assyrian king, will here be introduced, which the reader, who pleases, may compare with the originals. Our second, third, and fourth Plates are of the number.

The Lions of Rubens are humanized. We do not intend to discuss at length whether the ideality of allegorical painting required this: we only state the fact: yet the opinions which we felt at liberty to form on the subject, we feel at liberty to utter. So much in apology for using the licence of asserting that the heads of many of the Lions of Rubens rather resemble those of frowning old gentlemen decorated with Ramillies wigs; as if Nature’s journeymen had made manes, and not made them well. There is a profusion of flowing and curling hair, which seems rather to solicit the unguents of the perfumer, than to have endured the torrid heats of the desert, or the rough storms of the forest. The shag of a Lion’s mane is a very different sort of thing.

However such dressed Lions may be thought to accord with Allegory, they are demonstrably at variance with Nature. To be sure, what might become a Lion in the procession of the Cardinal Virtues, might be rather unsuitable in his den, or within the precincts of those wild haunts, where he is accustomed to roam in his natural state. We have often read of the fabled Men-bulls, or (Minotaurs,) and we find such on the coinage of Crete. These allegorical creatures of Rubens, which, alas! have sometimes been quoted by Artists without half his genius, and placed in savage conflicts, or beside their Britannias—are a species of Men-lions. Placed among the Sabæan sculptures, they might pass for incarnations of Sol in Leo; but would very ill pass for Leo alone.

Among the observers of this poetic improvement, or this natural and unpoetical deficiency, on the part of Rubens, Titian, Julio Romano, and other painters, both ancient and modern; and of the consequent desideratum on the part of the public, of a cabinet or library collection of the nobler wild animals in a state of Nature, so as to answer the purposes of reference, while they conduced to the pleasures of Taste, were Mr. Edgar Spilsbury and Mr. Thomas Landseer. Whether or not the public “looked up to them for light” on that subject, (to use the language of Sterne,) they thought the Public “deserved it;” and they therefore, as the best practical means of eliciting that light, first copied the general forms and attitudes of most of the wild animals that appear in this book, from the old masters—generally speaking, from works that are well known—and then, went to Nature and corrected the details. They carried with them what, in those ancient masters, was meritorious in composition, attitude and chiaroscuro, and brought away, to the best of their ability—superadding it to, and blending it with, the above—accuracy of detail.","b","Engraving of Lions, Tigers, Panthers, Leopards, Dogs, &C."
"b017.txt","CARNIVOROUS QUADRIPEDS. 3

Every artist does best, that which he is best qualified and best disposed to do. In completing the number of plates that has been found necessary for the Work, Mr. Edwin Landseer has chosen to proceed toward the same purpose, upon a different principle. He has gone, without any introductory medium, directly to the living animals, and has exhibited the savage manners and habits of these quadrupeds, according to his own ideas and observations.

On the distinction between Character and Expression, we shall now deliver our opinion. By the Character of an animal, we mean those permanencies of his look and features which he always offers to view when in a placid, or unimpassioned state: by his Expression, the variations of muscular action superinduced on character, to which he is liable, as the storms of passion sweep by, and his mind becomes agitated by external circumstances acting on the ardours of his instinct.

The former, seems to hold its court in the solid and massy parts: the latter, agitates, ofttimes rebelliously, the nerves and muscles. Character is ever present, both in the animal countenance, and in the “human face divine.” The most violent expression does not proscribe, or obliterate, character. Individuality consists of it, as far as concerns external appearance; and it forms the system of vowels of the language of Nature, without which no Expression could be.

Whoever regards the faces of a flock of Sheep, will see in them an infinite variety of Character, with very little Expression, and that little without diversity: and if we descend a step lower in the scale of being, and contemplate the finny tribe, where Character is not wanting, we find no Expression at all. Even Trees and inanimate objects, possess Character. We recollect a poetical friend of ours, now in Italy, saying that every tree and every rock had a face—but of this we are not so certain; though very certain, that there is enough of Character in rocks and trees, to make a poet think so.

Character and Expression, in the carnivorous class of animals, to which we here solicit attention, are always co-existent—their proportions varying with the existing occasions—in pictorial exhibitions of such subjects.

No. II.

There is much Character, and little Expression, in the reposing Leopard with his sheathed claws, which is shewn in the present engraving, copied by Mr. Spilsbury from Ridinger, and corrected from Nature. Ridinger was an artist of great power, who studied wild animals in their sequestered haunts, as is shewn in his grand forest back-grounds; and who, generally speaking, left little or no room for others to improve, except on some few of his inferior works. The present is an interesting and beautiful animal, yet there is a latent capability of mischief characterised in his countenance, and we might ask, in the language of Job, “Who shall dare to rouse him up?”","b","Engraving of Lions, Tigers, Panthers, Leopards, Dogs, &C."
"b018.txt","4 CARNIVOROUS QUADRUPEDS.

No. III.

Two Couchant Lions, after Rubens, taken from his celebrated picture before alluded to, of the Prophet Daniel incarcerated in the den. The Lions are here supposed to be miraculously held in a state of tranquillity. Here, too, is not much Expression, but an extraordinary grandeur of Character, suited to the greatness of an occasion where the Deity himself especially interferes to seal up the voracious energies of the most terrible of his creatures, in calm submission. There is a character of royal dignity mingled with this submission, which is very impressive, and even sublime.

The writer esteems this to be a successful restoration of the Nature that was wanting in the prints of this subject, (which has often been engraved by Picart and others,) after Rubens. The original picture it has been our ill-fortune never to have seen. The shaggy manes, and the latent terror that sits gloomily enthroned in the open eyes of the superior Lion—suited to the darkness of the den, and the nature of this animal’s sense of vision,—are as well thought of, as they are executed; and are varied with much address from the closed eyes of the couching Lion beyond, of which also the character is most happily marked. A powerful and divine spell possesses them both.

No. IV.

The Tiger which marches in our procession, without an object before him to call forth emotion, possesses a calm character, combined with the resistless strength of that dreadful quadruped; whose very tranquillity, in his leisure sauntering, when no excitement is acting on his nerves, has an appalling effect.—His brow is clouded, though his claws are sheathed. There is a possibility of a dreadful storm which may not be far distant, and that is enough to stamp the Tiger’s character. None shall dare to arouse his energies, nor to encounter them when aroused.

No. V.

This group of playful Leopards, after Rubens, must be supposed to belong to the jocund train of Bacchus, since they are luxuriating at their ease, among grapes and vine branches. These Leopards are doubtless intended to have a degree of playful expression—induced perhaps by the exhilarating juice of the grape: and we should “guess” (as Jonathan says) that this group was studied from a litter of half-grown kittens. Few, however, except the sailors who were accustomed to gambol with the Tiger-cub on board the Pitt East-Indiaman, would like to venture to frolic with them.","b","Engraving of Lions, Tigers, Panthers, Leopards, Dogs, &C."
"b027.txt","CARNIVOROUS QUADRUPEDS. 5

No. VI.

In this GROUP by Mr. Edwin Landseer there is much of violent animal Expression, and Character fades before it, or rather, is absorbed in it. It tells a story of the past as well as the present, and is pregnant with a catastrophe not difficult to anticipate from the actions and expressions of the parties engaged. A Fawn has been seized by a Leopard, who has been despoiled of his prey by a more powerful Tiger. The Tiger in his turn becomes the victim of an enraged Lion.

The expression of the wounded Leopard is that of painful suffering mingled with dread. Together, they amount to agony. He shrieks while he submits. The Tiger is still enraged and resisting, though astounded with the power and suddenness of the Lion’s attack. He is losing his energy of resistance, and is beginning to feel that all resistance is vain. He roars with anguish; while his expression is that of terror, and indignation not yet subdued.

The Lion, who has just made his thundering spring, appears conscious of having fatally seized his adversary, and luxuriates fearlessly in his victory; and with a powerful and just expression of carnivorous enjoyment.—Meanwhile the characters of the animals, severally, are faithfully and specifically represented.

Although our main purpose be to exhibit rather a pictorial than a physiological view of the subject: having descanted on the word Character, we shall probably be expected to add, at least a word or two, on the leading characteristics of the carnivorous class of quadrupeds.

The generic characters of the Feline, or Cat, kind, are easily enumerated in the concise language of the naturalists. Their heads are round; their visages short: they have six cutting teeth, and two canine, in either jaw: their tongues are aculeated, the prickles inclining backward; their claws sharp, hooked, and retractile; their ears small and acuminated; they have five toes on each of the fore-feet, and four only on those behind.

Of this genera of Cats, we here exhibit the four principal species, Lions, Tigers, Leopards, and Panthers, of which the Lion is justly placed at the head—at least, the unanimous voice of ages has pronounced him to be the king of beasts, and we have enthroned him accordingly in our Title-page, (No. I.) They form a tribe that is especially and properly Carnivorous, being the only class of quadrupeds that are exclusively flesh-eaters. Their jaws are very completely armed for this purpose; their canine teeth being very long and angular, with the edges of the angles turned toward the inside of their mouths; so that when the animal has caused them to meet, or cross each other in the flesh of its prey, these formidable teeth will cut or tear a way through, by drawing them back without opening his mouth.

Their claws, and the formation of their feet, too, are eminently conducive to their predacious","b","Engraving of Lions, Tigers, Panthers, Leopards, Dogs, &C."
"b028.txt","6 CARNIVOROUS QUADRUPEDS.

 and carnivorous habits. They walk on their toes: yet not so much from that habitual stealthiness of pace, by which they advance unperceived till within a spring of their prey; as because it is also the means of that celerity of motion which is necessary to the very existence of animals that can feed only on flesh.

Their claws are exceedingly powerful; and they are enabled to draw them up into sheaths between their toes, so as to prevent their points from touching the ground; whence they are called retractile; and those claws are, in consequence, always kept sharp, unworn, and ready for active service.

The eyes of the Feline tribe—of every face in nature a striking and important feature—vary in the different species, and are capable of much alteration in the same animal; as instinctive impulse, or internal emotion, changes the expression of his countenance; and also from the degrees of light which act upon their pupils. Of Lions the pupils of the eyes are circular, and not of a yellow colour, as has been stated in the most diffuse modern dissertations on the Carnivora, but black. It is the iris of the Lion’s eye that is yellow. They appear to be best suited to nocturnal, or twilight, vision; and hence the Lion rarely hunts his prey while the sun is above the horizon—perhaps never, but when pressed by hunger in an extraordinary degree. The Tiger, on the contrary, will seek his prey by day as well as by night; and during twilight the colour of his eyes is that of a blue-green flame. If a stranger passes near a Tiger in a menagerie, the colour of the animal’s eyes will sometimes alter suddenly, from yellow-green to blue-green; not from any alteration in the degree of light acting upon them, but from mental excitement, and from a certain natural facility of expansion and contraction of the eye-pupils.

Hence a characteristic difference between the Lion and the Tiger. The habits of the latter are diurnal, and he disregards night-fires: the Lion, on the contrary, whose eyes are not calculated for the glare of day, cannot bear to encounter fire-light at night. Yet these physical conformations are sometimes overcome by the rage of hunger; and hence, in Mr. Edwin Landseer’s contending group, the Lion is represented as attacking the Tiger although it be day.

Mr. Bell treats learnedly, and we believe with much originality, of the facial-muscles of this class of quadrupeds, in his “Anatomy of Expression.”—We shall offer a few extracts, by which the reader will perceive how limited are their powers of expression of countenance, when compared with those of human nature, notwithstanding their superiority over all other quadrupeds.

“The violent passions mark themselves so distinctly on the countenances both of men and of animals, that we are apt in the first instance to consider the movements by which they are indicated, as certain signs or characters provided by Nature, for the express purpose of intimating the internal emotion; and to suppose that they are interpreted by the observer in consequence of a peculiar and instinctive faculty. This view of things, however, so natural at first sight, is not altogether satisfactory to philosophy; and a more jealous observation of the facts, seems to suggest","b","Engraving of Lions, Tigers, Panthers, Leopards, Dogs, &C."
"b029.txt","CARNIVOROUS QUADRUPEDS. 7

an opposite theory, in which instinctive agency is rejected, and the appearances are explained from a consideration of the necessities and voluntary exertions of the animal. With regard to the observer, it has been asserted, that it is by experience alone that he distinguishes the signs of the passions; that we learn, while infants, to consider smiles as expressions of kindness, because they are accompanied by acts of beneficence and by endearments; and frowns as the contrary, because we find them followed by blows; that the expression of anger in a brute, is only that which has been observed to precede his biting; and that of fondness, his fawning and licking of the hand. With regard to the creature itself, it is said, what has been called the external signs of passion, are merely the concomitants of those voluntary movements, which the passions or habits suggest; that the glare of the Lion’s eye, for example, is the consequence of a voluntary exertion to see his prey more clearly—his grin, or snarl, the natural motion of uncasing his fangs before he uses them. This, however, is not quite true of all animals and of all expression of passion.”

“Attending merely to the evidence furnished by anatomical investigation, all that I shall venture to affirm is this: that a remarkable difference is to be found between the anatomy and range of expression, in man and in animals: that in the former there seems to be a systematic provision for that mode of communication and that natural language, which is to be read in the changes of the countenance: that there is no emotion in the mind of man which has not its appropriate signs; and that there are even muscles in the human face to which no other use can be assigned than to serve as the organs of this language: that, on the other hand, there is in the lower animals no range of expression which is not fairly referable as a mere accessary to the voluntary or needful actions of the animal; and that this accessary expression does not appear to be in any degree commensurate to the variety and extent of the animal’s passions.”

“There appears to me (continues Mr. Bell) to be no expression in the face of any animal lower in the scale of being than quadrupeds; and in them the strongest and most marked expression is that of rage; the object of which is opposition, resistance, and defence. But on examination it will be found (consistently with the position, that this is merely an accessary of the motions natural to the accomplishment of the object which the animal has in view) that the strength of the expression is in exact proportion to the strength of the principal action in the creature when thus excited.

“The gramnivorous animals, which seek their subsistence, not by preying upon others, nor by the ferocity, contest, and victory which supply the carnivorous with food, have in their features no strong expression of rage. Their expression is chiefly confined indeed to the effect produced on the general system. Thus the inflamed eye and the breathing nostrils of the Bull, are induced only by the general excitement. His only proper expression of rage, is in the position of the head, with the horns turned obliquely to the ground, ready to strike: and indeed it may be observed in general that animals which strike with the horns, shew little indication of fear or rage, except in","b","Engraving of Lions, Tigers, Panthers, Leopards, Dogs, &C."
"b030.txt","8 CARNIVOROUS QUADRUPEDS

the position of the head. In all gramnivorous animals, the skin of the head is closely attached to the skull, and capable only of very limited motion: the eye is almost uniformly mild, and the lips unmoved by passion.

“It is in carnivorous animals, with whose habits and manner of life, ferocity is instinctively connected, as the great means of their subsistence, that rage is distinguished by the most remarkable strength of expression. The eye-ball is terrible, and the retraction of the flesh of the lips indicates the most savage fury. But the first, is merely the exerted attention of the animal; and the other a preparatory exposure of the canine teeth. The great animals of prey—the Lion and the Tiger—are quite incapable of any other expression of feature, than this particular display of ferociousness. When they fawn upon their keeper, there is no motion in their features that indicates affection.”

In this assertion, that the countenances of the great animals of prey are incapable of any other than ferocious expression, we do not quite coincide with our learned physiologist. When they fawn upon their keeper, we think that indications of affection are exhibited; and find ourselves ready to ask what else than kindly expression is that “licking of the hand” which our author has before mentioned. If, however, we should grant that they may not be capable of affectionate expression toward their keeper, we can scarcely doubt that—toward their young—if we could observe them in their wild state, and in their moments of playful intercourse and enjoyment among each other—they are: at least, we think there are motions in their features that indicate affection, as well as fear, enquiry, surprise, gratitude, pleasurable wantonness, and some other sentiments, or emotions. This is our conviction: at the same time, we perceive that the range of their ferocious expression far exceeds the savage circle of their domestic charities. Are not even the least of these observable in the habits and manners of the domestic Cat, who belongs to the Tiger genera? But we have even seen a Tiger in his den, who looked good-natured enough to be stroked and patted: and of the Lion, of whom Mr. Griffith relates the following anecdote, what can be said or thought?

“Hearing some noise under his cage, the Lion passed his paw between the bars, and actually hauled up his keeper who was cleaning beneath; but as soon as he perceived that he had thus ill used his master, he instantly lay down upon his back in an attitude of complete submission.”

Or what can be said of the circumstance mentioned by Seneca (of which he was personally witness), of a Lion, to whom a man, who had formerly been his keeper, was exposed for destruction in the amphitheatre at Rome; and who was not only instantly recognised, but defended and protected by the grateful beast?—Or of the story related by Dr. Southey, of the Lion who had broken loose, submitting to the Cid, and allowing himself to be led back peaceably to his place of confinement?
ould any painter of talent proceed to represent either of these facts, without finding in the","b","Engraving of Lions, Tigers, Panthers, Leopards, Dogs, &C."
"c015.txt","PROLOGUE
THE HORSES OF KING MANUS

As for the youth who had tried to steal the white horse that the King owned, he was bound hand and foot and taken into the castle of the King. There he was thrown down beside the trestles of the great table, and the hot wax from the candles that lighted the supper board dripped down upon him. And it was told to him that at the morrow’s sunrise he would be slain with the sword.

Then the King called upon one to finish the story that was being told when the neigh of the white horse was heard in the stable. The story could not be finished for him, however, because the one who had been telling it was now outside, guarding the iron door of the stable with a sword in his hand. And King Manus, sitting at the supper board, could not eat nor refresh himself because there was no one at hand to finish the story for him.
11","c","The Boy Apprenticed to an Enchanter"
"c016.txt","THE BOY APPRENTICED TO AN ENCHANTER

And that is the way that the story of The Boy Apprenticed to an Enchanter used to begin.

But first I shall have to tell you about King Manus and his three horses.

King Manus ruled over the Western Island, and he had a castle that was neither higher nor wider than any other King’s castle. But he had a stable that was more strongly built than any other King’s stable. It had double walls of stone; it had oak beams; it had an iron door with four locks to it. And before this door two soldiers with drawn swords in their hands stayed night and day.

In those days, if one went before a King and asked him for a gift the King might not refuse to give what was asked of him. But King Manus was hard to come to by those with requests. For before the chamber where he sat or slept there stood a servant to take the request, and if it were one that might not be brought to him, to make an excuse for the King.

It was all because of the King’s three horses—a white horse, a red horse, and a black horse. The white horse was as swift as the plunging wave
12","c","The Boy Apprenticed to an Enchanter"
"c017.txt","THE HORSES OF KING MANUS

f the sea, the red horse was as swift as fire in the heather, and the speed of the black horse was such that he could overtake the wind of March that was before him, and the wind of March that was behind could not overtake him.

Many had tried to get one of the King’s horses by request or by robbery. But those who would ask for a gift were kept away from the King, while the stone walls, double thick, with the door of iron with four locks to it, kept robbers outside. Besides there were the two soldiers with drawn swords in their hands to prevent the horses being taken out of the stable by any one except their own grooms. And so it was thought very certain that King Manus would never lose his famous horses.

But this very night, when the King and his lords were at supper, the neigh of a horse in the stable was heard. Then it was that the story-teller stopped in his story. The trampling of a horse was heard. Straight out King Manus ran, and his harper and his story-teller and his lords ran with him. When they came to the stable they saw that the two soldiers were sitting before the
13","c","The Boy Apprenticed to an Enchanter"
